Date,District 1,District 2,District 3,District 4,District 5,District 6,District 7,District 8,District 9
07/24/2020,228.56,74.89,180.26,106.73,192.56,103.18,86.8,92.3,60.22
07/25/2020,228.23,74.65,180.55,106.67,193.84,101.68,85.78,92.24,58.33
07/26/2020,228.23,74.65,180.55,106.67,193.84,101.68,85.78,92.24,58.33
07/27/2020,227.9,74.41,180.84,106.61,195.12,100.17,84.75,92.18,56.44
07/28/2020,228.03,72.1,179.73,106.47,195.6,99.31,86.65,90.17,58.6
07/29/2020,224.68,71.16,178.27,106.99,193.42,100.48,86.04,91.66,56.61
07/30/2020,227.68,71.28,181.49,105.64,192.17,101.65,87.55,93.19,60.47
07/31/2020,225.96,72.64,181.85,109.51,193.05,100.25,87.43,92.13,57.84
08/01/2020,227.82,72.35,181.51,108.45,193.71,101.62,86.59,91.67,58.29
08/02/2020,227.82,72.35,181.51,108.45,193.71,101.62,86.59,91.67,58.29
08/03/2020,229.67,72.06,181.17,107.38,194.36,102.99,85.74,91.21,58.74
08/04/2020,227.17,74.8,182.69,108.63,193.02,101.15,85.09,89.45,58.69
08/05/2020,227.33,74.87,181.71,108.32,193.3,103.88,83.25,89.21,60.85
08/06/2020,231.46,71.73,182.75,107.07,196.24,104.71,84.24,89.5,60.78
08/07/2020,232,74.42,183.69,107.22,195.56,104.23,83.3,92.74,58.73
08/08/2020,231.68,73.55,183.24,106.42,195.32,103.6,85.19,90.97,58.59
08/09/2020,231.68,73.55,183.24,106.42,195.32,103.6,85.19,90.97,58.59
08/10/2020,231.35,72.68,182.79,105.62,195.08,102.96,87.07,89.2,58.45
08/11/2020,231.89,74.99,180.2,106.64,193.63,104.15,85.11,90.7,59.7
08/12/2020,227.99,71.63,180.19,107.2,193.17,102.22,83.99,89.42,57.24
08/13/2020,228.43,70.02,180,109.53,195.22,100.6,84.59,89.05,59.63
08/14/2020,230.97,70.91,179.85,109.49,196.42,103.67,87.48,93.57,60.46
08/15/2020,231.15,72.28,180.4,109.02,195.36,101.84,85.42,93.07,58.51
08/16/2020,231.15,72.28,180.4,109.02,195.36,101.84,85.42,93.07,58.51
08/17/2020,231.33,73.64,180.95,108.55,194.3,100.01,83.35,92.57,56.55
08/18/2020,228.25,72.37,179.05,108.44,196.04,101.1,83,91.04,56.72
08/19/2020,227.64,72.73,181.1,108.84,195.51,101.25,84.71,93.35,59.39
08/20/2020,229.04,71.36,182.81,105.99,194.52,104.98,87.87,90.62,58.6
08/21/2020,231.54,74.47,182.92,108.05,194.96,104.12,86.7,89.71,60.39
08/22/2020,231.15,74.02,183.32,108.51,194.24,102.57,86.42,91.26,59.34
08/23/2020,231.15,74.02,183.32,108.51,194.24,102.57,86.42,91.26,59.34
08/24/2020,230.76,73.57,183.72,108.97,193.51,101.02,86.13,92.8,58.28
08/25/2020,228.45,73.13,180.17,109.21,194.95,100.32,84.59,91.64,59.08
08/26/2020,231.88,72.41,182.03,107.15,194.31,104.71,86.82,93.88,59.52
08/27/2020,231.07,73.34,183.38,107.15,193.15,104.9,85.98,89.68,60.63
08/28/2020,230.51,74.44,182.87,105.98,196.19,101.89,86.69,92.9,60.02
08/29/2020,229.37,73.08,181.51,106.65,194.82,102.06,85.43,91.26,58.01
08/30/2020,229.37,73.08,181.51,106.65,194.82,102.06,85.43,91.26,58.01
08/31/2020,228.22,71.72,180.14,107.32,193.45,102.23,84.16,89.62,56
09/01/2020,227.72,73.67,188.85,108.66,195.37,103.13,85.76,91.63,58.07
09/02/2020,227.13,72.97,188.46,108.87,195.62,104.2,85.61,91.79,58.03
09/03/2020,226.53,72.27,188.07,109.07,195.87,105.27,85.46,91.95,57.99
09/04/2020,226.1,71.16,187.06,107.22,195.64,101.99,83.28,90.69,57.03
09/05/2020,227.68,71.23,186.78,107.29,196.29,103.92,84.38,90.35,58.25
09/06/2020,227.68,71.23,186.78,107.29,196.29,103.92,84.38,90.35,58.25
09/07/2020,229.25,71.29,186.49,107.35,196.93,105.84,85.47,90.01,59.46
09/08/2020,226.28,71.71,186.69,110.29,195,101.34,85.51,89.41,57.32
09/09/2020,227.06,73.87,187.87,106.73,193.45,102.05,85.97,93.11,58.93
09/10/2020,229.68,75.27,188.66,109.44,193.98,103.37,85.81,90.37,58.45
09/11/2020,226.21,72.59,186.47,106.19,195.62,105.28,84.67,90.49,56.43
09/12/2020,226.59,73.34,188.57,106.19,195.24,104.28,85.66,91.19,58.28
09/13/2020,226.59,73.34,188.57,106.19,195.24,104.28,85.66,91.19,58.28
09/14/2020,226.97,74.09,190.67,106.18,194.85,103.28,86.64,91.89,60.12
09/15/2020,227.14,71.52,190,106.94,194.18,101.37,86.18,92.72,58.26
09/16/2020,227.95,74.53,186.02,110.17,194.43,105.24,87.33,90.34,58.23
09/17/2020,226.49,72.19,186.58,107.82,197.38,103.24,87.69,89.62,60.37
09/18/2020,227.35,74.49,190.19,109.34,194.1,105.99,85.84,92.02,57.64
09/19/2020,226.21,73.07,189.94,109.59,195.65,104.03,85.1,91.25,58.35
09/20/2020,226.21,73.07,189.94,109.59,195.65,104.03,85.1,91.25,58.35
09/21/2020,225.06,71.64,189.69,109.83,197.19,102.06,84.36,90.48,59.06
09/22/2020,225.75,74.73,187.74,106.25,195.52,103.47,87.52,93.34,59.15
09/23/2020,228.96,73.64,188.65,109.28,194.07,101.34,84.47,92.23,56.36
09/24/2020,225.64,73.71,186.34,107.84,194.21,104.25,83.71,89.85,60.11
09/25/2020,226.31,73.9,188.33,107.55,197.35,103.56,83.92,91.89,57.56
09/26/2020,226.02,72.64,189.4,107.49,195.42,102.94,84.27,92.37,59.22
09/27/2020,226.02,72.64,189.4,107.49,195.42,102.94,84.27,92.37,59.22
09/28/2020,225.72,71.38,190.47,107.42,193.49,102.32,84.62,92.84,60.87
09/29/2020,229,72,189.93,107.28,196.26,105.39,87.88,93.83,58.78
09/30/2020,225.75,75.36,186.35,110.49,193.25,103.5,86.95,91.12,57.63
10/01/2020,226.8,73.35,189.48,107.21,194.72,104.31,85.56,91.74,58.72
10/02/2020,227.93,74.55,188.6,107.28,196.96,104.83,84.88,93.84,56.92
10/03/2020,226.49,74.05,189.85,107.88,196.23,103.97,86.29,92.83,56.84
10/04/2020,226.49,74.05,189.85,107.88,196.23,103.97,86.29,92.83,56.84
10/05/2020,225.04,73.55,191.1,108.47,195.5,103.1,87.7,91.82,56.76
10/06/2020,224.92,73.47,191.97,108.39,195.56,103.39,85.97,93.33,59.84
10/07/2020,228.19,73.94,187.33,108.02,193.77,104.95,84.72,93.47,59.25
10/08/2020,228.09,73.15,188.46,108.88,195.79,104.72,85.11,90.13,60.6
10/09/2020,226.21,75.63,189.4,106.78,196.55,103.14,84.82,90.86,56.27
10/10/2020,226.5,75.46,189.65,107.01,196.17,103.82,85,89.94,58.27
10/11/2020,226.5,75.46,189.65,107.01,196.17,103.82,85,89.94,58.27
10/12/2020,226.78,75.28,189.9,107.24,195.78,104.5,85.17,89.01,60.26
10/13/2020,225.59,75.17,190.05,105.51,196.22,106.64,87.44,93.43,57.92
10/14/2020,227.38,71.27,187.38,105.52,196.83,102.44,86.71,92.36,57.9
10/15/2020,225.08,75.79,188.99,109.69,195.05,103.06,83.03,91.17,60.97
10/16/2020,227,73.25,187.67,107.25,195.43,103.43,83.49,91.68,58.57
10/17/2020,227.38,72.83,188.36,107.32,194.94,103.5,85.4,91.92,58.91
10/18/2020,227.38,72.83,188.36,107.32,194.94,103.5,85.4,91.92,58.91
10/19/2020,227.76,72.4,189.04,107.38,194.44,103.57,87.31,92.16,59.25
10/20/2020,227.85,74.88,188.62,106.2,194.56,104.76,84.69,89.77,58.16
10/21/2020,226.41,71.3,190.03,106.11,195.6,103.47,85.85,89.46,59.53
10/22/2020,226.45,75.94,187.78,106.98,196.97,104.04,85.82,89.53,59.52
10/23/2020,227.85,74.15,187.1,107.13,196.78,102.16,87.99,92.36,56.79
10/24/2020,226.7,73.74,188.51,108.36,195.57,102.72,87.12,92.03,58.52
10/25/2020,226.7,73.74,188.51,108.36,195.57,102.72,87.12,92.03,58.52
10/26/2020,225.54,73.33,189.91,109.59,194.36,103.28,86.25,91.7,60.24
10/27/2020,228.05,75.11,189.42,108.66,195.85,102.21,87.44,90.52,59.55
10/28/2020,224.28,74.64,191.87,107.71,195.65,105.89,83.76,90.37,60.62
10/29/2020,228.77,71.55,189.06,108.59,192.25,103.91,84.55,92.26,58.29
10/30/2020,228.76,71.04,188.25,106.98,196.27,106.4,87.21,92.84,60.42
10/31/2020,229.8,73.51,189.36,107.37,195.97,104.96,86.82,91.86,59.19
11/01/2020,229.8,73.51,189.36,107.37,195.97,104.96,86.82,91.86,59.19
11/02/2020,230.84,75.97,190.47,107.75,195.66,103.51,86.43,90.88,57.96
11/03/2020,230.91,76.91,189.65,108.14,196.86,103.51,87.55,88.84,56.81
11/04/2020,230.72,76.48,192.86,108.32,197.27,101.45,84.84,91.26,57.8
11/05/2020,228.67,73.88,189.04,108.96,196.28,101.86,84.31,92.21,58.77
11/06/2020,228.97,75.23,191.07,106.93,197.95,104.04,88.33,88.22,57.89
11/07/2020,229.12,74.45,191.13,106.67,196.92,102.94,87.06,89.49,57.22
11/08/2020,229.12,74.45,191.13,106.67,196.92,102.94,87.06,89.49,57.22
11/09/2020,229.26,73.66,191.19,106.4,195.89,101.83,85.78,90.76,56.55
11/10/2020,230.18,77.02,191.07,107.62,195.9,104.11,85.55,90.4,59.11
11/11/2020,229.28,76.41,191.45,106.77,196.92,104.99,88.81,89.02,58.98
11/12/2020,231.77,73.17,192.18,109.47,194.67,102.41,88,88.48,56.84
11/13/2020,229.35,74.05,192.62,106.47,194.2,105.4,88.77,90.33,57.83
11/14/2020,230.95,73.96,191.56,106.2,194.82,105.06,87.71,89.36,58.89
11/15/2020,230.95,73.96,191.56,106.2,194.82,105.06,87.71,89.36,58.89
11/16/2020,232.54,73.86,190.49,105.93,195.44,104.71,86.65,88.39,59.94
11/17/2020,232.27,74.7,190.6,106.25,196.13,104.13,84.3,90.22,57.6
11/18/2020,232.21,73.67,190.36,106.23,196,104.95,87.81,89.18,55.94
11/19/2020,228.78,74.69,188.46,109.18,193.36,101.37,84.7,89.03,56.06
11/20/2020,229.47,75.44,190.48,108.58,194.25,101.67,84.6,90.62,55.68
11/21/2020,229.47,75.44,190.48,108.58,194.25,101.67,84.6,90.62,55.68
11/22/2020,229.47,75.44,190.48,108.58,194.25,101.67,84.6,90.62,55.68
11/23/2020,230.16,76.18,192.5,107.98,195.13,101.97,84.5,92.2,55.29
11/24/2020,231.92,77.84,191.8,109.56,197.35,105.88,85.18,91.4,58.49
11/25/2020,229.11,77.05,191.52,109.8,194.44,103.01,85.23,91.18,59.81
11/26/2020,231.7,77.75,190.78,107.93,195.44,104.11,85.54,89.29,59.69
11/27/2020,230.54,77.93,189.51,106.89,195.57,102.48,85.44,88.58,56.86
11/28/2020,230.53,76.48,190.37,107.49,195.12,103.54,87.01,89.41,57.12
11/29/2020,230.53,76.48,190.37,107.49,195.12,103.54,87.01,89.41,57.12
11/30/2020,230.52,75.02,191.22,108.08,194.66,104.59,88.57,90.23,57.38
12/01/2020,230.35,76.9,191.3,107.82,195.65,103.64,87.72,90.99,59
12/02/2020,232.49,78.18,189.99,108.61,195.97,102.24,89.87,91.29,56.09
12/03/2020,230.62,76.85,191.61,106.48,196.78,104.63,89.72,88.64,60.53
12/04/2020,229.98,76.03,189.01,106.84,193.44,103.15,85.15,91.55,59.56
12/05/2020,229.03,76.5,190.06,106.48,195.57,103.85,85.48,91.55,58.48
12/06/2020,229.03,76.5,190.06,106.48,195.57,103.85,85.48,91.55,58.48
12/07/2020,228.08,76.97,191.11,106.11,197.7,104.54,85.81,91.54,57.39
12/08/2020,228.29,75.64,189.12,107.52,193.67,103.77,86.57,89.61,59.79
12/09/2020,229.75,74.44,192.4,109.9,196.65,101.92,86.5,90.06,60.79
12/10/2020,228.75,76.94,193.74,107.5,195.39,101.14,85.49,92.31,58.32
12/11/2020,230.31,77.36,190.11,108.49,195.94,104.34,88.32,92.07,56.13
12/12/2020,229.2,77.98,190.09,109.12,194.99,103.7,88.49,90.48,56.68
12/13/2020,229.2,77.98,190.09,109.12,194.99,103.7,88.49,90.48,56.68
12/14/2020,228.08,78.59,190.07,109.75,194.03,103.05,88.65,88.89,57.22
12/15/2020,231.37,76.18,189.77,106.45,193.77,104.62,89.98,90.82,57.63
12/16/2020,229.47,77.29,189.14,108.64,195.66,101.16,88.09,88.15,57.84
12/17/2020,229.8,77.12,189.99,109.39,194.23,103.68,86.97,90.97,59.77
12/18/2020,231.63,77.82,193.72,109.34,196.7,102.94,87.76,91.99,59.22
12/19/2020,230.04,76.79,193.53,108.76,196.82,103.63,88.05,91.6,58.1
12/20/2020,230.04,76.79,193.53,108.76,196.82,103.63,88.05,91.6,58.1
12/21/2020,228.45,75.76,193.34,108.18,196.94,104.31,88.34,91.2,56.97
12/22/2020,232.08,78.39,190.18,109.46,197.59,103.52,88.24,91.81,57.86
12/23/2020,232.19,74.1,192.88,107.77,196.87,101.01,87.47,90.08,58.68
12/24/2020,228.82,78.64,192.55,108.2,195.41,101.17,86.68,92.91,60.73
12/25/2020,232.37,78.92,190.71,109.49,196.9,103.02,87.27,88.72,59.99
12/26/2020,231.18,77.47,191.36,108.03,196.5,104.47,86.92,90.49,58.18
12/27/2020,231.18,77.47,191.36,108.03,196.5,104.47,86.92,90.49,58.18
12/28/2020,229.98,76.02,192,106.56,196.1,105.91,86.56,92.26,56.37
12/29/2020,228.57,77.17,192.03,105.28,193.93,102.22,86.65,89.82,56.55
12/30/2020,231.33,74.15,190.63,109.26,197.33,101.79,85.01,89.13,56.72
01/01/2021,230.2,75.55,191.57,108.65,197.86,102.87,86.97,89.85,57.5
01/02/2021,230.2,75.55,191.57,108.65,197.86,102.87,86.97,89.85,57.5
01/03/2021,230.2,75.55,191.57,108.65,197.86,102.87,86.97,89.85,57.5
01/04/2021,229.07,76.95,192.5,108.03,198.38,103.95,88.92,90.57,58.28
01/05/2021,228.88,74.07,192.1,106.45,197.28,102.38,88.14,88.58,58.05
01/06/2021,229.36,77.14,190.76,108.36,196.19,105.47,88.91,90.97,59.47
01/07/2021,229.11,75.08,193.43,106.88,197.65,103.64,90.76,92.28,58.12
01/08/2021,231.65,74.06,190.19,108.99,199.76,101.23,89.51,88.15,56.16
01/09/2021,230.34,75.55,192.09,108.59,198.88,101.14,89.62,89.73,57.08
01/10/2021,230.34,75.55,192.09,108.59,198.88,101.14,89.62,89.73,57.08
01/11/2021,229.03,77.03,193.99,108.18,197.99,101.05,89.72,91.3,58
01/12/2021,231.57,75.01,191.78,110.92,197.42,102.75,86.15,88.88,56.93
01/13/2021,229.91,74.72,194.34,108.9,199.6,103.72,90.61,88.5,58.79
01/14/2021,227.94,76.78,191.72,106.16,200.77,102.76,88.83,89.47,57.37
01/15/2021,227.93,78.44,191.54,107.22,197.78,102.41,87.8,92.14,59.92
01/16/2021,228.72,78.42,192.85,108.41,197.54,102.7,87.68,91.01,58.86
01/17/2021,228.72,78.42,192.85,108.41,197.54,102.7,87.68,91.01,58.86
01/18/2021,229.51,78.4,194.15,109.6,197.29,102.98,87.56,89.87,57.8
01/19/2021,231.61,78.13,190.01,109.06,198.3,105.42,86.77,88.69,60.7
01/20/2021,227.81,75.58,190.89,108.33,197.45,101.29,87.02,89.2,57.96
01/21/2021,230.69,76.73,191.03,109.02,197.81,104.09,88.95,88.61,58.48
01/22/2021,231.14,77.56,191.96,110.12,199.17,105.8,90.99,89.58,58.71
01/23/2021,231.21,75.98,192.83,110.17,197.74,105.5,88.99,90.22,59.37
01/24/2021,231.21,75.98,192.83,110.17,197.74,105.5,88.99,90.22,59.37
01/25/2021,231.27,74.39,193.7,110.21,196.3,105.19,86.98,90.85,60.03
01/26/2021,228.36,75.48,190.41,107.42,198.87,105.91,88.96,90.96,59.55
01/27/2021,227.38,75.95,194.66,107.88,200.5,103.12,88.59,90.61,60.09
01/28/2021,228.33,75.99,190.11,109.9,197.12,101.67,88.77,92.98,60.41
01/29/2021,228.04,75.38,193.5,110.86,200.5,101.2,89.59,90.31,58.57
01/30/2021,230,75.92,193.33,110.1,198.78,102.38,88.9,90.4,58.98
01/31/2021,230,75.92,193.33,110.1,198.78,102.38,88.9,90.4,58.98
02/01/2021,231.96,76.45,193.15,109.33,197.05,103.56,88.2,90.49,59.38
02/02/2021,233.27,78.41,191.43,108.55,199.09,105.61,87.8,92.02,57.86
02/03/2021,229.1,78.23,195.92,111.37,199.13,103.45,86.59,92.49,61.48
02/04/2021,231.23,78.35,195.9,110.16,198.42,103.17,87.34,90.35,61.01
02/05/2021,233.35,78.46,195.88,108.94,197.71,102.88,88.08,88.21,60.54
02/06/2021,232.99,76.27,194.71,109.06,197.82,103.11,88.41,89.65,59.85
02/07/2021,232.99,76.27,194.71,109.06,197.82,103.11,88.41,89.65,59.85
02/08/2021,232.62,74.08,193.53,109.17,197.93,103.33,88.74,91.08,59.16
02/09/2021,232.48,78.76,195.88,111.11,199.67,102.6,87.41,92.16,59.84
02/10/2021,231.56,77.25,194.38,109.56,197.89,102.24,87.65,92.45,59.23
02/11/2021,231.56,77.25,194.38,109.56,197.89,102.24,87.65,92.45,59.23
02/12/2021,231.56,77.25,194.38,109.56,197.89,102.24,87.65,92.45,59.23
02/13/2021,231.56,77.25,194.38,109.56,197.89,102.24,87.65,92.45,59.23
02/14/2021,231.56,77.25,194.38,109.56,197.89,102.24,87.65,92.45,59.23
02/15/2021,231.56,77.25,194.38,109.56,197.89,102.24,87.65,92.45,59.23
02/16/2021,231.56,77.25,194.38,109.56,197.89,102.24,87.65,92.45,59.23
02/17/2021,230.64,75.73,192.87,108,196.1,101.88,87.89,92.73,58.62
02/18/2021,229.87,76.37,194.18,108.92,195.93,103.7,86.7,92.8,59.73
02/19/2021,232.23,78.63,194.01,110.35,199.13,102.47,89.08,90.27,59.36
02/20/2021,231.56,77.48,194.75,110.52,199.47,104.15,88.77,91.23,59.74
02/21/2021,231.56,77.48,194.75,110.52,199.47,104.15,88.77,91.23,59.74
02/22/2021,230.88,76.33,195.49,110.68,199.81,105.82,88.46,92.18,60.11
02/23/2021,231.16,77.78,194.06,110.96,197.3,102.43,90.11,92.26,60.06
02/24/2021,233.99,76.87,193.3,111.19,199.42,103.89,86.1,90.52,60.33
02/25/2021,229.09,75.34,194.05,107.41,196.84,104.22,86.13,92.49,57.88
02/26/2021,229.9,75.95,192.98,111.34,195.9,105.85,88.27,90.71,60.47
02/27/2021,231.38,75.4,194.21,110.54,195.66,105.83,88.53,90.27,61.15
02/28/2021,231.38,75.4,194.21,110.54,195.66,105.83,88.53,90.27,61.15
03/01/2021,232.85,74.85,195.43,109.73,195.41,105.8,88.79,89.82,61.82
03/02/2021,230.49,75.91,194.45,107.53,194.68,103.86,89.85,91.06,61.5
03/03/2021,232.32,73,195,109.95,193.88,104.39,86.4,88.53,63.28
03/04/2021,231.14,75.84,196.15,110.2,194.46,103.96,87.5,89.12,63.11
03/05/2021,231.24,73.88,196.28,111.32,196.46,106.86,87.93,88.07,63.86
03/06/2021,232.16,74.58,196,111.6,196.22,106.14,88.56,88.61,62.69
03/07/2021,232.16,74.58,196,111.6,196.22,106.14,88.56,88.61,62.69
03/08/2021,233.08,75.27,195.72,111.87,195.98,105.42,89.18,89.15,61.52
03/09/2021,234.64,73.97,194.25,108.15,197.79,107.23,87.68,87.69,60.22
03/10/2021,231.16,73.13,194.9,110.86,196.05,106.85,87.3,91.36,62.1
03/11/2021,231.31,75.67,194.42,108.54,197.15,106.3,87.66,89.47,62.57
03/12/2021,233.29,74.35,196.92,110.99,193.1,105.32,88.95,90.84,60.33
03/13/2021,232.8,75.11,197.08,111.28,195.53,104.74,89.75,90.54,61.07
03/14/2021,232.8,75.11,197.08,111.28,195.53,104.74,89.75,90.54,61.07
03/15/2021,232.3,75.86,197.24,111.56,197.95,104.15,90.55,90.24,61.81
03/16/2021,230.31,74.78,196.02,109.39,196.12,105.1,89.96,89.79,63.63
03/17/2021,234.24,73.89,194.98,107.33,197.29,107.85,86.36,89,60.47
03/18/2021,233.74,75.91,197.92,107.71,194.21,103.55,88.88,90.66,60.15
03/19/2021,232.85,72.61,196.51,109.55,193.69,105.93,86.03,87.45,63.17
03/20/2021,232.39,73.58,196.31,110.57,194.84,106.51,87.62,88.99,62.81
03/21/2021,232.39,73.58,196.31,110.57,194.84,106.51,87.62,88.99,62.81
03/22/2021,231.93,74.55,196.1,111.58,195.98,107.08,89.21,90.52,62.45
03/23/2021,234.89,72.73,193.59,110.66,196.08,105.31,87.15,88.35,59.68
03/24/2021,234.32,73.84,194.21,111.65,193.65,106.88,87.39,89.12,61.56
03/25/2021,234.08,76.3,195.63,109.69,193.22,106.1,86.53,91.01,62.61
03/26/2021,234.43,76.13,196.05,110.85,194.78,104.74,86.1,91.35,59.05
03/27/2021,234.41,76.45,196.76,111.38,194.59,104.24,88.16,90.54,59.65
03/28/2021,234.41,76.45,196.76,111.38,194.59,104.24,88.16,90.54,59.65
03/29/2021,234.38,76.76,197.47,111.9,194.4,103.73,90.22,89.72,60.24
03/30/2021,233.1,74.89,194.21,109.52,197.46,104.03,86.41,89.73,59.63
03/31/2021,232.44,72.49,193.67,107.55,196.6,106.6,86.84,90.08,61.86
04/01/2021,236.26,79,197.77,108.63,193.82,105.65,89.12,90.71,63.04
04/02/2021,234.6,77.55,199.06,106.93,193.41,107.94,87.13,92.12,65.63
04/03/2021,236.32,77.05,197.81,107.27,193.53,106.21,88.47,90.31,64.89
04/04/2021,236.32,77.05,197.81,107.27,193.53,106.21,88.47,90.31,64.89
04/05/2021,238.03,76.55,196.56,107.61,193.65,104.48,89.81,88.5,64.14
04/06/2021,235.87,76.4,196.49,109.12,192.84,107.24,90.3,90.47,65.19
04/07/2021,236.19,78.62,196.78,110.84,195.23,106.06,87.05,89.23,64.78
04/08/2021,238.89,77.38,197.18,107.76,194.49,105.35,87.65,89.92,65.22
04/09/2021,236.33,76.89,196.92,108.46,192.98,105.87,90.82,88.18,63.35
04/10/2021,237.24,77.21,197.74,108.7,193.46,104.86,90.04,89.49,63.09
04/11/2021,237.24,77.21,197.74,108.7,193.46,104.86,90.04,89.49,63.09
04/12/2021,238.15,77.52,198.55,108.94,193.93,103.84,89.25,90.8,62.82
04/13/2021,237.49,80.6,196.7,106.81,191.43,103.73,90.79,90.04,63.71
04/14/2021,235.19,80.44,198.01,106.73,194.35,106.91,87.92,89.13,64.99
04/15/2021,236.02,77.66,199.51,107.9,192.23,105.81,90.44,88.94,62.07
04/16/2021,236.2,79,199.1,108.79,192.43,107.67,91.89,90.48,65.24
04/17/2021,235.82,79.98,199.27,107.5,193.94,107.42,91.19,90.32,63.63
04/18/2021,235.82,79.98,199.27,107.5,193.94,107.42,91.19,90.32,63.63
04/19/2021,235.44,80.95,199.44,106.21,195.44,107.16,90.49,90.16,62.02
04/20/2021,235.91,78.24,196.57,110.53,194.67,106.44,90.24,88.42,64.32
04/21/2021,235.16,77.16,196.64,110.55,193.94,105.88,89.91,89.67,63.48
04/22/2021,234.41,76.08,196.7,110.57,193.2,105.31,89.58,90.91,62.63
04/23/2021,234.17,79.02,198.09,106.36,192.62,107.66,88.03,88.26,61.67
04/24/2021,235.15,78.29,198.32,107.86,193.73,105.67,87.82,89.06,63.31
04/25/2021,235.15,78.29,198.32,107.86,193.73,105.67,87.82,89.06,63.31
04/26/2021,236.13,77.56,198.54,109.36,194.84,103.67,87.6,89.85,64.94
04/27/2021,237.51,78.92,197.49,107.92,192.13,104.67,91.15,89.19,65.07
04/28/2021,234.41,80.78,196.67,108.19,195.88,106.66,89.23,91.4,64.15
04/29/2021,238.26,79.4,197.11,106.27,195.15,107.06,89.05,91.5,65.55
04/30/2021,238.31,79.45,196.97,107.14,196.55,106.91,88.83,91.46,65.02
05/01/2021,238.31,79.45,196.97,107.14,196.55,106.91,88.83,91.46,65.02
05/02/2021,238.31,79.45,196.97,107.14,196.55,106.91,88.83,91.46,65.02
05/03/2021,238.31,79.45,196.97,107.14,196.55,106.91,88.83,91.46,65.02
05/04/2021,238.35,79.5,196.82,108,197.95,106.76,88.61,91.41,64.49
05/05/2021,238.29,79.42,196.23,108.52,197.05,105.34,88.72,89.75,62.2
05/06/2021,237.24,81.9,198.41,107.12,199.62,108.75,88.28,90.76,63.52
05/07/2021,238.11,78.76,195.25,110.82,197.45,108.26,88.23,93.23,62.49
05/08/2021,239.32,79.54,196.65,109.03,197.39,107.53,88.05,91.61,64.42
05/09/2021,239.32,79.54,196.65,109.03,197.39,107.53,88.05,91.61,64.42
05/10/2021,240.53,80.32,198.04,107.23,197.32,106.8,87.86,89.99,66.34
05/11/2021,237.72,81.6,196.1,108.11,196.57,106.87,87.86,93.32,63.11
05/12/2021,238.24,77.5,198.73,109.68,195.9,105.42,87.95,91.1,65.64
05/13/2021,237.1,81.26,196.97,107.43,195.06,104.02,89.71,91.38,65.63
05/14/2021,239.71,78.22,196.47,108.31,198.37,106.38,88.9,91.7,63.78
05/15/2021,238.62,77.69,196.77,107.67,198.49,106.22,89.5,92.12,63.9
05/16/2021,238.62,77.69,196.77,107.67,198.49,106.22,89.5,92.12,63.9
05/17/2021,237.52,77.16,197.06,107.03,198.6,106.06,90.1,92.53,64.01
05/18/2021,237.5,78.69,195.54,108.83,197.85,108.62,86.11,91.41,64.46
05/19/2021,237.1,77.1,194.52,107.44,197.78,108.93,86.73,92.57,62.91
05/20/2021,237.53,80.95,194.49,106.41,195.78,105.42,89.34,89.23,63.4
05/21/2021,240.88,80.68,198.18,109.65,197.82,104.94,87.8,90.68,65.99
05/22/2021,240.91,80.49,196.22,109.22,196.44,105.41,88.97,90.89,65.98
05/23/2021,240.91,80.49,196.22,109.22,196.44,105.41,88.97,90.89,65.98
05/24/2021,240.94,80.3,194.26,108.78,195.05,105.87,90.13,91.1,65.96
05/25/2021,237.58,81.35,196.28,109.32,195,105.95,89.56,92.73,66.21
05/26/2021,238.22,78.85,195.14,109.18,197.2,104.83,90.83,93.72,66.36
05/27/2021,238.53,81.46,197.69,109.57,196.77,108.51,89.86,92.81,63.17
05/28/2021,237.47,77.98,194.82,106.98,199.52,105.39,87.87,89.93,65.01
05/29/2021,239.11,77.95,194.52,107.39,199.5,107.05,87.25,89.94,64.69
05/30/2021,239.11,77.95,194.52,107.39,199.5,107.05,87.25,89.94,64.69
05/31/2021,240.74,77.92,194.21,107.79,199.48,108.71,86.62,89.94,64.37
06/01/2021,242.04,81.19,194.33,108.98,198.81,106.64,89.05,90.51,64.54
06/02/2021,240.02,80.17,192.71,106.96,199.15,105.03,87.2,88.35,63.91
06/03/2021,244.34,83.72,192.4,108.13,198.22,105.45,91.93,92.79,64.47
06/04/2021,241.18,80.26,194.91,107.86,196.04,107.27,89.97,92.55,64.79
06/05/2021,240.99,81.31,195.31,107.71,196.42,106.4,89.39,91.54,65.17
06/06/2021,240.99,81.31,195.31,107.71,196.42,106.4,89.39,91.54,65.17
06/07/2021,240.8,82.35,195.71,107.56,196.79,105.53,88.8,90.52,65.54
06/08/2021,244.21,81.53,196.62,106.43,197.08,106.7,90.02,90.09,62.72
06/09/2021,243.5,83.11,192.89,107.59,196.9,108.26,89.88,90.46,66.96
06/10/2021,243.08,82.82,195.99,107.22,198.61,108.22,90.58,90.63,65.24
06/11/2021,242.01,83.9,194.83,106.87,199.54,107.55,91.04,90.74,62.72
06/12/2021,243.44,83.72,194.72,107.19,199.78,106.24,90.48,89.59,62.71
06/13/2021,243.44,83.72,194.72,107.19,199.78,106.24,90.48,89.59,62.71
06/14/2021,244.87,83.54,194.6,107.5,200.02,104.93,89.92,88.44,62.69
